Frequency(Hz),S21_Magnitude,S21_Phase(rad)
2359952918,6.36E-08,3.0760967
2361763774,6.34E-08,3.076153215
2363574630,6.31E-08,3.076209731
2365385486,6.28E-08,3.076266246
2367196342,6.26E-08,3.076322761
2369007198,6.23E-08,3.076379276
2370818054,6.21E-08,3.076435791
2372628910,6.18E-08,3.076492306
2374439766,6.15E-08,3.076548821
2376250622,6.13E-08,3.076605336
2378061479,6.10E-08,3.076661851
2379872335,6.07E-08,3.076718367
2381683191,6.05E-08,3.076774882
2383494047,6.02E-08,3.076831397
2385304903,6.00E-08,3.076887912
2387115759,5.97E-08,3.076944427
2388926615,5.94E-08,3.077000942
2390737471,5.92E-08,3.077057457
