Frequency(Hz),S21_Magnitude,S21_Phase(rad)
1117705645.3438363,1.1471663814066617e-06,2.322450655095763
1119516501.4260492,1.1459308098829952e-06,2.322481590926288
1121327357.5082622,1.1446952383593284e-06,2.3225125267568134
1123138213.5904748,1.1434596668356621e-06,2.3225434625873387
1124949069.6726878,1.1422240953119954e-06,2.322574398417864
1126759925.7549007,1.1409885237883286e-06,2.322605334248389
1128570781.8371134,1.1397529522646623e-06,2.3226362700789145
1130381637.9193263,1.1385173807409956e-06,2.3226672059094398
1132192494.0015392,1.137281809217329e-06,2.322698141739965
1134003350.0837522,1.1360462376936623e-06,2.3227290775704903
1135814206.165965,1.1348106661699956e-06,2.3227600134010156
1137625062.2481778,1.1335750946463292e-06,2.322790949231541
1139435918.3303907,1.1323395231226625e-06,2.322821885062066
1141246774.4126036,1.131103951598996e-06,2.3228528208925914
1143057630.4948163,1.1298683800753294e-06,2.3228837567231166
1144868486.5770292,1.1286328085516627e-06,2.322914692553642
1146679342.6592422,1.1273972370279962e-06,2.322945628384167
1148490198.741455,1.1261616655043294e-06,2.3229765642146925
1150301054.823668,1.1249260939806627e-06,2.3230075000452177
1152111910.9058807,1.1236905224569964e-06,2.323038435875743
1153922766.9880936,1.1224549509333296e-06,2.3230693717062683
1155733623.0703065,1.121219379409663e-06,2.3231003075367935
1157544479.1525195,1.1199838078859964e-06,2.323131243367319
1159355335.2347322,1.1187482363623298e-06,2.323162179197844
1161166191.316945,1.1175126648386633e-06,2.3231931150283693
1162977047.399158,1.1162770933149965e-06,2.3232240508588946
1164787903.481371,1.11504152179133e-06,2.32325498668942
1166598759.5635836,1.1138059502676635e-06,2.323285922519945
1168409615.6457965,1.1125703787439967e-06,2.3233168583504704
1170220471.7280095,1.1113348072203302e-06,2.3233477941809957
1172031327.8102224,1.1100992356966635e-06,2.323378730011521
1173842183.892435,1.108863664172997e-06,2.3234096658420462
1175653039.974648,1.1076280926493304e-06,2.3234406016725715
1177463896.056861,1.1063925211256637e-06,2.3234715375030968
1179274752.1390738,1.1051569496019971e-06,2.323502473333622
1181085608.2212865,1.1039213780783306e-06,2.3235334091641473
1182896464.3034995,1.1026858065546639e-06,2.3235643449946726
1184707320.3857124,1.1014502350309973e-06,2.323595280825198
1186518176.4679253,1.1002146635073306e-06,2.323626216655723
1188329032.550138,1.098979091983664e-06,2.3236571524862484
1190139888.632351,1.0977435204599975e-06,2.3236880883167736
1191950744.7145638,1.0965079489363308e-06,2.323719024147299
1193761600.7967768,1.0952723774126643e-06,2.323749959977824
1195572456.8789895,1.0940368058889977e-06,2.3237808958083495
1197383312.9612024,1.092801234365331e-06,2.323811831638875
1199194169.0434153,1.0915656628416645e-06,2.3238427674694004
1201005025.1256282,1.0903300913179977e-06,2.3238737032999257
1202815881.207841,1.0890945197943314e-06,2.323904639130451
1204626737.2900538,1.0878589482706647e-06,2.3239355749609762
1206437593.3722668,1.086623376746998e-06,2.3239665107915015
1208248449.4544797,1.0853878052233314e-06,2.323997446622027
1210059305.5366926,1.0841522336996647e-06,2.324028382452552
1211870161.6189053,1.0829166621759981e-06,2.3240593182830773
1213681017.7011182,1.0816810906523316e-06,2.3240902541136026
1215491873.7833312,1.0804455191286648e-06,2.324121189944128
1217302729.8655438,1.0792099476049985e-06,2.324152125774653
1219113585.9477568,1.0779743760813318e-06,2.3241830616051784
1220924442.0299697,1.076738804557665e-06,2.3242139974357037
1222735298.1121826,1.0755032330339985e-06,2.324244933266229
1224546154.1943955,1.0742676615103318e-06,2.324275869096754
1226357010.2766082,1.0730320899866655e-06,2.3243068049272795
1228167866.3588212,1.0717965184629987e-06,2.3243377407578047
1229978722.441034,1.070560946939332e-06,2.32436867658833
1231789578.5232468,1.0693253754156657e-06,2.3243996124188553
1233600434.6054597,1.068089803891999e-06,2.3244305482493806
1235411290.6876726,1.0668542323683322e-06,2.324461484079906
1237222146.7698855,1.0656186608446656e-06,2.324492419910431
1239033002.8520985,1.0643830893209991e-06,2.3245233557409564
1240843858.9343112,1.0631475177973326e-06,2.3245542915714816
1242654715.016524,1.0619119462736658e-06,2.324585227402007
1244465571.098737,1.0606763747499993e-06,2.324616163232532
1246276427.1809497,1.0594408032263328e-06,2.3246470990630574
1248087283.2631626,1.058205231702666e-06,2.3246780348935827
1249898139.3453755,1.0569696601789995e-06,2.324708970724108
1251708995.4275885,1.0557340886553328e-06,2.3247399065546333
1253519851.5098014,1.054498517131666e-06,2.3247708423851585
1255330707.592014,1.0532629456079997e-06,2.324801778215684
1257141563.674227,1.052027374084333e-06,2.324832714046209
1258952419.75644,1.0507918025606664e-06,2.3248636498767343
1260763275.8386526,1.049556231037e-06,2.3248945857072596
1262574131.9208655,1.0483206595133332e-06,2.324925521537785
1264384988.0030785,1.0470850879896666e-06,2.32495645736831
1266195844.0852914,1.0458495164659999e-06,2.3249873931988354
1268006700.1675043,1.0446139449423334e-06,2.3250183290293607
1269817556.249717,1.0433783734186668e-06,2.325049264859886
1271628412.33193,1.042142801895e-06,2.325080200690411
1273439268.4141428,1.0409072303713336e-06,2.3251111365209365
1275250124.4963555,1.039671658847667e-06,2.3251420723514618
1277060980.5785685,1.0384360873240003e-06,2.325173008181987
1278871836.6607814,1.0372005158003338e-06,2.3252039440125123
1280682692.7429943,1.035964944276667e-06,2.3252348798430376
1282493548.8252072,1.0347293727530005e-06,2.325265815673563
1284304404.90742,1.033493801229334e-06,2.325296751504088
1286115260.9896328,1.0322582297056672e-06,2.3253276873346134
1287926117.0718458,1.0310226581820007e-06,2.3253586231651386
1289736973.1540585,1.0297870866583342e-06,2.325389558995664
1291547829.2362714,1.0285515151346674e-06,2.325420494826189
1293358685.3184843,1.0273159436110009e-06,2.3254514306567144
1295169541.4006972,1.0260803720873341e-06,2.3254823664872397
1296980397.4829102,1.0248448005636676e-06,2.325513302317765
1298791253.565123,1.0236092290400009e-06,2.3255442381482903
1300602109.6473358,1.0223736575163343e-06,2.3255751739788155
1302412965.7295487,1.0211380859926678e-06,2.325606109809341
1304223821.8117616,1.019902514469001e-06,2.325637045639866
1306034677.8939743,1.0186669429453347e-06,2.3256679814703913
1307845533.9761872,1.017431371421668e-06,2.3256989173009166
1309656390.0584002,1.0161957998980013e-06,2.325729853131442
1311467246.140613,1.0149602283743347e-06,2.325760788961967
1313278102.222826,1.013724656850668e-06,2.3257917247924924
